,gsm,gse,geo_summary,spaceflight
0,GSM7350290,GSE232556,We applied unbiased cell type specific transcriptional profiling by translating ribosome affinity purification (TRAP) to mouse kidneys with polycystin-1 and cilia inactivation at a stage prior kidney tubule cyst formation. We identified differentially expressed actively translating mRNA that correlated with the cilia dependent cyst activation (CDCA) pattern common to male and female mice. This differential translatome offers opportunities for mechanistic discovery in polycystin and cilia related kidney phenotypes.,Ground Control
1,GSM5982174,GSE199702,"We report transcriptomic profiling from bulk heart, kidney, and liver tissues for 58 strains of the inbred mouse Collaborative Cross (CC). Each strain is represented by a male/female pair. Reads were first aligned to the pooled transcriptomes of the eight founder strains of the CC and then total gene counts were quantified using the EMASE and GBRS software tools. Total read counts can be further normalized for use in differential gene expression analysis, expression quantitative trait locus (eQTL) analysis, and integrative analyses with other -omic data sets measured on the same samples, including proteomics and phosphoproteomics.",Ground Control
2,GSM7350281,GSE232556,We applied unbiased cell type specific transcriptional profiling by translating ribosome affinity purification (TRAP) to mouse kidneys with polycystin-1 and cilia inactivation at a stage prior kidney tubule cyst formation. We identified differentially expressed actively translating mRNA that correlated with the cilia dependent cyst activation (CDCA) pattern common to male and female mice. This differential translatome offers opportunities for mechanistic discovery in polycystin and cilia related kidney phenotypes.,Ground Control
3,GSM8082226,GSE255885,"Sexual dimorphism in kidney injury markers, such as Klotho, is frequently underestimated or disregarded, as most of the preclinical research is done in male animals. Klotho is well-linked to renal health and its deletion in mice results in a severe accelerated aging-like phenotype and premature death. Here, we identified candidate Klotho enhancers and discovered their function using mice carrying deletions in the enhancer loci. Candidate Klotho enhancers were deleted using CRISPR/Cas9 genome editing. Warm ischemia-reperfusion surgery (IRI) was performed bilaterally to induce acute kidney injury and unilaterally in a fibrosis model. Using ChIP-seq and RNA-seq, we analyzed renal chromatin features and gene expression. ELISA and colorimetric assays were used to measure serum FGF23 and serum component levels. Removal of the enhancer caused more substantial reduction in Klotho mRNA levels in female mice compared to males (90 vs. 50%), supported by gene promoter marks remaining more pronounced in males. Weight, lifespan, and fertility of mice lacking the enhancers were not impacted. Only male mutant mice displayed higher Havcr1 expression after IRI than controls (mean 1048 vs. 231.4, p=0.0016). 28 days after unilateral IRI, only males displayed increased fibrosis markers, but with no difference between genotypes. Our findings reveal sexual dimorphism of Klotho gene expression and its enhancer regulation. Only male mutant mice were more susceptible to acute injury and the enhancer deletion had no impact on fibrosis. Additional investigation into the mechanisms governing Klotho regulation is imperative to reassess its effectiveness as a kidney injury marker.",Ground Control
4,GSM5982180,GSE199702,"We report transcriptomic profiling from bulk heart, kidney, and liver tissues for 58 strains of the inbred mouse Collaborative Cross (CC). Each strain is represented by a male/female pair. Reads were first aligned to the pooled transcriptomes of the eight founder strains of the CC and then total gene counts were quantified using the EMASE and GBRS software tools. Total read counts can be further normalized for use in differential gene expression analysis, expression quantitative trait locus (eQTL) analysis, and integrative analyses with other -omic data sets measured on the same samples, including proteomics and phosphoproteomics.",Ground Control
5,GSM5982226,GSE199702,"We report transcriptomic profiling from bulk heart, kidney, and liver tissues for 58 strains of the inbred mouse Collaborative Cross (CC). Each strain is represented by a male/female pair. Reads were first aligned to the pooled transcriptomes of the eight founder strains of the CC and then total gene counts were quantified using the EMASE and GBRS software tools. Total read counts can be further normalized for use in differential gene expression analysis, expression quantitative trait locus (eQTL) analysis, and integrative analyses with other -omic data sets measured on the same samples, including proteomics and phosphoproteomics.",Ground Control
6,GSM7350287,GSE232556,We applied unbiased cell type specific transcriptional profiling by translating ribosome affinity purification (TRAP) to mouse kidneys with polycystin-1 and cilia inactivation at a stage prior kidney tubule cyst formation. We identified differentially expressed actively translating mRNA that correlated with the cilia dependent cyst activation (CDCA) pattern common to male and female mice. This differential translatome offers opportunities for mechanistic discovery in polycystin and cilia related kidney phenotypes.,Ground Control
7,GSM4572455,GSE151325,"Diabetic nephropathy (DN) as a common complication of diabetes is the primary cause of end-stage renal disease. Sodium butyrate (NaB) is a short chain fatty acid in the metabolic products of intestinal bacterium, and its kidney protective effect has been reported in DN. However, its underlying mechanism remains unclear. The aim of the present study was to investigate the effect of NaB on globe transcriptome changes in DN. In our study, eight-week-male db/db mice which were established DN mice were randomly divided into two groups: the DN+NaB group (DN mice treated with NaB, 5g/kg/day) and the DN group (DN mice treated with saline). Also, the normal db/m mice were used as NC group. Further, blood glucose, body weight, urinary microalbumin and urinary creatinine of mice were measured in three groups. Whole-transcriptome analysis was performed by RNA sequencing (RNA-Seq) to evaluate profiling of lncRNAs and messenger RNAs (mRNAs). Bioinformatic analysis was performed to predict the potential NaB-related lncRNAs and genes in DN. The expressions of lncRNAs and mRNAs were tested by quantitative real-time polymerase chain reaction (qRT-PCR) in renal tissues and mesangial cells treated with NaB. The results of the present study demonstrated that NaB ameliorated renal dysfunction in DN mice. Moreover, RNA-Seq results identified that 17 lncRNAs and 180 mRNAs reversely changed in DN+NaB group when compared with those in DN group. Additionally, the integrated co-expression networks of NaB-related lncRNAs revealed these lncRNAs interacted with 155 key mRNAs. The co-expression networks of mRNAs associated to immune response, antigen processing and presentation and acute inflammatory response to antigenic stimulus. The qRT-PCR data showed that eight mRNAs and seven lncRNAs were dysexpressed by NaB in DN mice and mesangial cell under high glucose condition. Furthermore, the co-expression network of inflammation related lncRNAs and mRNAs demonstrated that those 17 reversed lncRNAs and 37 mRNAs also play essential roles in inflammatory response. In summary, the present study suggests that NaB ameliorates diabetes induced renal dysfunction and regulates transcriptome changes in DN. NaB related lncRNA-mRNA may play roles in the protective effect of NaB in DN.",Ground Control
8,GSM7350284,GSE232556,We applied unbiased cell type specific transcriptional profiling by translating ribosome affinity purification (TRAP) to mouse kidneys with polycystin-1 and cilia inactivation at a stage prior kidney tubule cyst formation. We identified differentially expressed actively translating mRNA that correlated with the cilia dependent cyst activation (CDCA) pattern common to male and female mice. This differential translatome offers opportunities for mechanistic discovery in polycystin and cilia related kidney phenotypes.,Ground Control
9,GSM8082236,GSE255885,"Sexual dimorphism in kidney injury markers, such as Klotho, is frequently underestimated or disregarded, as most of the preclinical research is done in male animals. Klotho is well-linked to renal health and its deletion in mice results in a severe accelerated aging-like phenotype and premature death. Here, we identified candidate Klotho enhancers and discovered their function using mice carrying deletions in the enhancer loci. Candidate Klotho enhancers were deleted using CRISPR/Cas9 genome editing. Warm ischemia-reperfusion surgery (IRI) was performed bilaterally to induce acute kidney injury and unilaterally in a fibrosis model. Using ChIP-seq and RNA-seq, we analyzed renal chromatin features and gene expression. ELISA and colorimetric assays were used to measure serum FGF23 and serum component levels. Removal of the enhancer caused more substantial reduction in Klotho mRNA levels in female mice compared to males (90 vs. 50%), supported by gene promoter marks remaining more pronounced in males. Weight, lifespan, and fertility of mice lacking the enhancers were not impacted. Only male mutant mice displayed higher Havcr1 expression after IRI than controls (mean 1048 vs. 231.4, p=0.0016). 28 days after unilateral IRI, only males displayed increased fibrosis markers, but with no difference between genotypes. Our findings reveal sexual dimorphism of Klotho gene expression and its enhancer regulation. Only male mutant mice were more susceptible to acute injury and the enhancer deletion had no impact on fibrosis. Additional investigation into the mechanisms governing Klotho regulation is imperative to reassess its effectiveness as a kidney injury marker.",Ground Control
