,gsm,gse,geo_summary,spaceflight
0,GSM5800091,GSE193426,This SuperSeries is composed of the SubSeries listed below.,Ground Control
1,GSM8061645,GSE254978,"Despite the importance of lipid mediators in stress and depression and their link to inflammation, the influence of stress on these mediators and their role in inflammation is not fully understood. This study used RNA-seq, LC-MS/MS, and flow cytometry analyses in a mouse model subjected to chronic social defeat stress to explore the effects of acute and chronic stress on lipid mediators, gene expression, and cell population in the bone marrow and spleen. We observed that chronic stress in the bone marrow precipitated a persistent lymphoid-to-myeloid transition, accompanied by corresponding gene expression changes. This change was associated with decreased levels of 15-deoxy-d12,14-prostaglandin J2, a lipid mediator that inhibits inflammation. Conversely, in the spleen, chronic stress led to a transient lymphoid-to-myeloid transition, alongside gene expression patterns suggestive of extramedullary hematopoiesis. These changes were linked to lower levels of 12-HEPE and resolvins, both critical for inhibiting and resolving inflammation. Our findings highlight the significant role of anti-inflammatory and pro-resolving lipid mediators in the immune responses induced by chronic stress in the bone marrow and spleen. This study paves the way for understanding how these lipid mediators contribute to the immune mechanisms of stress and depression.",Ground Control
2,GSM5239916,GSE172021,"comparative multi-tissue RNA sequencing using a panel of organs including spleen, bone marrow, spinal cord, brain, hypothalamus, ileum, liver, subcutaneous-, visceral- and brown adipose tissues",Ground Control
3,GSM8061642,GSE254978,"Despite the importance of lipid mediators in stress and depression and their link to inflammation, the influence of stress on these mediators and their role in inflammation is not fully understood. This study used RNA-seq, LC-MS/MS, and flow cytometry analyses in a mouse model subjected to chronic social defeat stress to explore the effects of acute and chronic stress on lipid mediators, gene expression, and cell population in the bone marrow and spleen. We observed that chronic stress in the bone marrow precipitated a persistent lymphoid-to-myeloid transition, accompanied by corresponding gene expression changes. This change was associated with decreased levels of 15-deoxy-d12,14-prostaglandin J2, a lipid mediator that inhibits inflammation. Conversely, in the spleen, chronic stress led to a transient lymphoid-to-myeloid transition, alongside gene expression patterns suggestive of extramedullary hematopoiesis. These changes were linked to lower levels of 12-HEPE and resolvins, both critical for inhibiting and resolving inflammation. Our findings highlight the significant role of anti-inflammatory and pro-resolving lipid mediators in the immune responses induced by chronic stress in the bone marrow and spleen. This study paves the way for understanding how these lipid mediators contribute to the immune mechanisms of stress and depression.",Ground Control
4,GSM6499568,GSE211710,"Ionizing radiation is capable of mediating damage on DNA, RNA, proteins and other intracellular biomolecules. The OAS/RNase L pathway, an intracellular RNA sensor that senses exogenous or endogenous dsRNA, plays an important role in the antiviral infection and innate immunity. RNase L is an essential endonuclease that regulates the degradation and translation of RNA during exogenous stimuli. Therefore, we hypothesized that ionizing radiation-induced RNA damage activates the RNA sensor in response to exogenous stresses. RNase L-/- mice were performed to explore the effect of RNase L in radiation-induced damage repair in the bone marrow, a radiation-sensitive organ.",Ground Control
5,GSM6499567,GSE211710,"Ionizing radiation is capable of mediating damage on DNA, RNA, proteins and other intracellular biomolecules. The OAS/RNase L pathway, an intracellular RNA sensor that senses exogenous or endogenous dsRNA, plays an important role in the antiviral infection and innate immunity. RNase L is an essential endonuclease that regulates the degradation and translation of RNA during exogenous stimuli. Therefore, we hypothesized that ionizing radiation-induced RNA damage activates the RNA sensor in response to exogenous stresses. RNase L-/- mice were performed to explore the effect of RNase L in radiation-induced damage repair in the bone marrow, a radiation-sensitive organ.",Ground Control
6,GSM6499569,GSE211710,"Ionizing radiation is capable of mediating damage on DNA, RNA, proteins and other intracellular biomolecules. The OAS/RNase L pathway, an intracellular RNA sensor that senses exogenous or endogenous dsRNA, plays an important role in the antiviral infection and innate immunity. RNase L is an essential endonuclease that regulates the degradation and translation of RNA during exogenous stimuli. Therefore, we hypothesized that ionizing radiation-induced RNA damage activates the RNA sensor in response to exogenous stresses. RNase L-/- mice were performed to explore the effect of RNase L in radiation-induced damage repair in the bone marrow, a radiation-sensitive organ.",Ground Control
7,GSM6499570,GSE211710,"Ionizing radiation is capable of mediating damage on DNA, RNA, proteins and other intracellular biomolecules. The OAS/RNase L pathway, an intracellular RNA sensor that senses exogenous or endogenous dsRNA, plays an important role in the antiviral infection and innate immunity. RNase L is an essential endonuclease that regulates the degradation and translation of RNA during exogenous stimuli. Therefore, we hypothesized that ionizing radiation-induced RNA damage activates the RNA sensor in response to exogenous stresses. RNase L-/- mice were performed to explore the effect of RNase L in radiation-induced damage repair in the bone marrow, a radiation-sensitive organ.",Ground Control
8,GSM5239913,GSE172021,"comparative multi-tissue RNA sequencing using a panel of organs including spleen, bone marrow, spinal cord, brain, hypothalamus, ileum, liver, subcutaneous-, visceral- and brown adipose tissues",Ground Control
9,GSM7036787,GSE224993,"Erythropoiesis takes place mostly in bone marrow and ends in blood. Previous studies have shown that hypoxia has direct effects on the bone marrow, which could promotes erythropoiesis by modulating erythroid progenitor maturation. However, how bone marrow microenvironment participates in erythropoiesis under hypoxia still need further clarification. In this study, we analyzed transcriptional changes of bone marrow cells of mice exposed to 5000 m altitude hypoxia for 1 week. We profiled the top 20 up-regulated secreted factor genes after treatment with hypoxia, and found TFPI was one of the secreted factor genes with the highest expression.",Ground Control
