,gsm,gse,geo_summary,spaceflight
0,GSM4667041,GSE154217,"A reduction in hepatocyte growth hormone (GH)-signaling promotes non-alcoholic fatty liver disease (NAFLD). However, debate remains as to the relative contribution of the direct effects of GH on hepatocyte function vs indirect effects, via alterations in insulin-like growth factor 1 (IGF1). To isolate the role of hepatocyte GH receptor (GHR) signaling, independent of changes in IGF1, mice with adult-onset, hepatocyte-specific GHR knockdown (aHepGHRkd) were treated with a vector expressing rat IGF1 targeted specifically to hepatocytes. Compared to GHR-intact mice, aHepGHRkd reduced circulating IGF1 and elevated GH. In male aHepGHRkd, the shift in IGF1/GH did not alter plasma glucose or non-esterified fatty acids (NEFA), but was associated with increased insulin, enhanced systemic lipid oxidation and reduced white adipose tissue (WAT) mass. Livers of male aHepGHRkd exhibited steatosis associated with increased de novo lipogenesis, hepatocyte ballooning and inflammation. In female aHepGHRkd, hepatic GHR protein levels were not detectable, but moderate levels of IGF1 were maintained, with minimal alterations in systemic metabolism and no evidence of steatosis. Reconstitution of hepatocyte IGF1 in male aHepGHRkd lowered GH and normalized insulin, whole body lipid utilization and WAT mass. However, IGF1 reconstitution did not reduce steatosis or eliminate liver injury. RNAseq analysis showed IGF1 reconstitution did not impact aHepGHRkd-induced changes in liver gene expression, despite changes in systemic metabolism. These results demonstrate the impact of aHepGHRkd is sexually dimorphic and the steatosis and liver injury observed in male aHepGHRkd mice is autonomous of IGF1, suggesting GH acts directly on the adult hepatocyte to control NAFLD progression.",Ground Control
1,GSM6042857,GSE200731,RNA-seq of liver of mice exposed to varying food availability,Ground Control
2,GSM2441022,GSE93137,This SuperSeries is composed of the SubSeries listed below.,Ground Control
3,GSM6672187,GSE216416,"Purpose: To conduct a transcriptomic study of gene oscillations in mouse liver by RNA sequencing of total RNA samples from 6 different time points across the day. Specific interest is to see whether sex is a factor in large scale gene oscillations under ad-libitum control conditions and in response to caloric restriction diet, since caloric restriction was previously reported to affect gene oscillation Methods: Total RNA was isolated from 20 mg mouse liver tissue using mini spin column QIAGEN RNeasy Mini Kit (Ref #74104, Lot#163035346, Hilden, Germany) according to the manufacturer’s protocol. Sample purity was checked on Nano Drop 2000 (Thermo Fisher Scientific, Waltham, MA, USA) with 260/280 ratio ≥ 2.0 and 260/230 ratio  ≥ 2.0  for every sample. Each sample used for the analysis had RNA integrity number > 7. The RNA sequencing was performed by Novogene Corporation Inc (Sacramento, CA, USA). After sample quality control, non-directional – polyA enrichment library was prepared using NEBNext Ultra™ II RNA Library Prep Kit for Illumina, and 50M reads (150bp, paired end) per sample were generated on Illumina NovaSeq 6000 platform. RNA-seq reads were mapped to the mouse protein coding genes (Ensembl: Mus_musculus; GRCm38) using Bowtie allowing up to 2-mismatches. The gene expected read counts and Transcripts Per Million (TPM) were estimated by RSEM (v1.2.3). The TPMs were further normalized by EBSeq R package to correct potential batch effect. Results: We have performed RNA sequencing analysis of mouse livers on Ad-libitum and timed Caloric Restriction diet across 6 time points in 24h. The results of subsequent compareRhythms analysis (R package) revealed that circadian rhythms in total RNA liver transcriptome are different between sexes of mice in both the number of oscillating genes and phase under ad-libitum diet. Caloric restriction increased the number of oscillating genes in both sexes and resulted in a larger overlap of rhythmic transcriptome between sexes, but did not eliminate the difference completely. The response of transcriptome to caloric restriction in terms of gain or loss of rhythm in gene expression profiles was also different between sexes. Additionally, we have shown that the lack of data stratification by sex might result in the failure to detect rhythmic changes in expression of some genes. Conclusions: Our study represents the first systematic analysis of the effect of sex on circadian rhythms of liver transcriptome under ad libitum and caloric restriction diets. We have shown that sex based differences exist in rhythmic transcriptome, as well as in the response of rhythmic transcriptome to diet. We are providing the data useful for both circadian and metabolic researchers and point out the gene candidates which may not be identified as rhythmic, if the data is not stratified by sex. With the help of GO analysis we have concluded that sex also influences the preference towards different processes to be regulated in rhythmic manner on transcriptional level - fatty acid metabolism and protein transport in males vs nucleic acid metabolism and RNA processing in females on ad-libitum diet. On calorie-restricted diet nucleic acid metabolism and RNA processing were enriched in males vs protein transport and signal transduction in females on calorie-restricted diet. These findings highlight a complex interaction of sex and diet in their effect on circadian rhythms in liver gene expression. All of the data from sequenced RNA samples from MALE liver were previously uploaded with the GSE211975 dataset. The current dataset only contains RNA-seq samples from FEMALE liver.",Ground Control
4,GSM7065646,GSE226139,"Protein post-translational modifications (PTMs) participate in important bioactive regulatory processes and therefore can help elucidate the pathogenesis of non-alcoholic fatty liver disease (NAFLD). Here, we investigate the involvement of PTMs in ketogenic diet (KD)-improved fatty liver by multi-omics and reveal a core target of lysine malonylation, acetyl-CoA carboxylase 1 (ACC1). ACC1 protein levels and Lys1523 malonylation are significantly decreased by KD. It is discovered that a malonylation-mimic mutant in ACC1 increases its enzyme activity and stability to promote hepatic steatosis, whereas the malonylation-null mutant upregulates the ubiquitination degradation of ACC1. A customized Lys1523ACC1 malonylation antibody confirms the increased malonylation of ACC1 in the NAFLD samples. Overall, the lysine malonylation of ACC1 is attenuated by KD in NAFLD and plays an important role in promoting hepatic steatosis. Malonylation is critical for ACC1 activity and stability, highlighting the anti-malonylation effect of ACC1 as a potential strategy for treating NAFLD.",Ground Control
5,GSM1120572,GSE45684,"The source of most errors in RNA sequencing (RNA-seq) read alignment is in the repetitive structure of the genome and not with the alignment algorithm. Genetic variation away from the reference sequence exacerbates this problem causing reads to be assigned to the wrong location. We developed a method, implemented as the software package Seqnature, to construct the imputed genomes of individuals (individualized genomes) of experimental model organisms including inbred mouse strains and genetically unique outbred animals. Alignment to individualized genomes increases read mapping accuracy and improves transcript abundance estimates. In an application to expression QTL mapping, this approach corrected erroneous linkages and unmasked thousands of hidden associations. Individualized genomes accounting for genetic variation will be useful for human short-read sequencing and other sequencing applications including ChIP-seq.",Ground Control
6,GSM4471972,GSE148460,"To investigate the role of human CYP2B6 in vivo under high-fat diet conditions, we compared our  previously developed Cyp2b triple knockout mouse lacking Cyp2b9, Cyp2b10, and Cyp2b13 (via CRISPER/Cas9; Cyp2b-null), to our newly developed humanized-CYP2B6-transgenic (hCYP2B6-Tg) mouse model (on a Cyp2b-null background). hCYP2B6-Tg and Cyp2b-null mice were fed a high-fat diet consisting of 60% fat for 16 weeks. RNA was extracted from the livers of female and male mice from both treatment groups and used for RNA seqencing. RNAseq and in gene ontology (GO) analysis indicate human CYP2B6 is important in protein processing and phosphorylation, hepatic circadian regulation, and lipid metabolism under HFD conditions.Circadian rhythm-associated genes were up-regulated in HFD-fed hCYP2B6-Tg mice compared to Cyp2b-null mice. Circadian regulation plays an important role in liver metabolism and metabolic disease. In addition, female hCYP2B6-Tg mice had several down-regulated genes involved in lipid metabolism compared to Cyp2b-null mice, notably Angptl8 (logFC = -1.24), a critical modulator of lipid metabolism that has been associated with metabolic disease. Genes identified by RNAseq analysis may contribute to the overall healthier metabolic profile of HFD-fed humanized mice compared to Cyp2b-null mice.",Ground Control
7,GSM5231289,GSE171716,"The deletion of the third exon of the growth hormone receptor (GHR) is one of the most common genomic structural variants in the human genome. This deletion (GHRd3) has been linked to response to growth hormone, placenta size, birth weight, growth after birth, time of puberty, adult height, and longevity. However, its evolutionary history and the molecular mechanisms through which it affects phenotypes remain unresolved. Here, we analyzed thousands of genomes and provide evidence that this deletion was nearly fixed in the ancestral population of anatomically modern humans and Neanderthals. However, it underwent a paradoxical adaptive reduction in frequency approximately 30 thousand years ago in East Asia that roughly corresponds with the emergence of archaeological evidence for multiple modern human behaviors, dramatic changes in climate, and a concurrent population expansion. Further, we provide evidence that GHRd3 is associated with protection from edematous severe acute malnutrition primarily in males. Using a mouse line engineered to contain the deletion, we found Ghrd3's effect on the liver transcriptome of male mice grown without any calorie restriction mimics response to calorie restriction through regulation of circadian pathways. In contrast, under calorie restriction, Ghrd3 leads to the female-like gene expression in male livers. As a likely consequence, the dramatic weight difference between male and female mice disappears among GHRd3 mice under calorie restriction. Our data provide evidence for sex- and environment-dependent effects of GHRd3 and are consistent with a model in which the allele frequency of GHRd3 varies throughout human evolution as a response to fluctuations in resource availability.",Ground Control
8,GSM1400585,GSE58089,"Acquisition of the intestinal microbiota begins at birth, and a stable microbial community develops from a succession of key organisms. Disruption of the microbiota during maturation by low-dose antibiotic exposure can alter host metabolism and adiposity. We now show that low-dose penicillin (LDP), delivered from birth, induces metabolic alterations and affects ileal expression of genes involved in immunity. LDP that is limited to early life transiently perturbs the microbiota, which is sufficient to induce sustained effects on body composition, indicating that microbiota interactions in infancy may be critical determinants of long-term host metabolic effects. In addition, LDP enhances the effect of high-fat diet induced obesity. The growth promotion phenotype is transferrable to germ-free hosts by LDP-selected microbiota, showing that the altered microbiota, not antibiotics per se, play a causal role. These studies characterize important variables in early-life microbe-host metabolic interaction and identify several taxa consistently linked with metabolic alterations.",Ground Control
9,GSM6321516,GSE207865,"RNA sequencing of mouse liver and kidney. UMHET pups were treated with diet containing encapsulated rapamycin or encapsulating material as a control from birth to 45 days of age, and tissues were collected at 2, 20-22 and 27-29 months of age from both males and females, and 3-5 samples per age, sex and treatment were sequenced.",Ground Control
