,gsm,gse,geo_summary,spaceflight
0,GSM4614038,GSE152382,"To elucidate roles that Nrf2 plays in regulating adaptive responses to the space stress, one month-long space travel and RNA-seq analysis of six Nrf2-KO mice and six wild-type mice were conducted . After 31-days-stay in the ISS, all the flight mice returned safely to Earth. We found that Nrf2 was indeed activated by the space stress in various tissues. The space stress and Nrf2-deficiency brought about changes in gene expression.",Space Flight
1,GSM4614036,GSE152382,"To elucidate roles that Nrf2 plays in regulating adaptive responses to the space stress, one month-long space travel and RNA-seq analysis of six Nrf2-KO mice and six wild-type mice were conducted . After 31-days-stay in the ISS, all the flight mice returned safely to Earth. We found that Nrf2 was indeed activated by the space stress in various tissues. The space stress and Nrf2-deficiency brought about changes in gene expression.",Space Flight
2,GSM4614031,GSE152382,"To elucidate roles that Nrf2 plays in regulating adaptive responses to the space stress, one month-long space travel and RNA-seq analysis of six Nrf2-KO mice and six wild-type mice were conducted . After 31-days-stay in the ISS, all the flight mice returned safely to Earth. We found that Nrf2 was indeed activated by the space stress in various tissues. The space stress and Nrf2-deficiency brought about changes in gene expression.",Space Flight
3,GSM4614032,GSE152382,"To elucidate roles that Nrf2 plays in regulating adaptive responses to the space stress, one month-long space travel and RNA-seq analysis of six Nrf2-KO mice and six wild-type mice were conducted . After 31-days-stay in the ISS, all the flight mice returned safely to Earth. We found that Nrf2 was indeed activated by the space stress in various tissues. The space stress and Nrf2-deficiency brought about changes in gene expression.",Space Flight
4,GSM4614034,GSE152382,"To elucidate roles that Nrf2 plays in regulating adaptive responses to the space stress, one month-long space travel and RNA-seq analysis of six Nrf2-KO mice and six wild-type mice were conducted . After 31-days-stay in the ISS, all the flight mice returned safely to Earth. We found that Nrf2 was indeed activated by the space stress in various tissues. The space stress and Nrf2-deficiency brought about changes in gene expression.",Space Flight
5,GSM4614035,GSE152382,"To elucidate roles that Nrf2 plays in regulating adaptive responses to the space stress, one month-long space travel and RNA-seq analysis of six Nrf2-KO mice and six wild-type mice were conducted . After 31-days-stay in the ISS, all the flight mice returned safely to Earth. We found that Nrf2 was indeed activated by the space stress in various tissues. The space stress and Nrf2-deficiency brought about changes in gene expression.",Space Flight
6,GSM4614030,GSE152382,"To elucidate roles that Nrf2 plays in regulating adaptive responses to the space stress, one month-long space travel and RNA-seq analysis of six Nrf2-KO mice and six wild-type mice were conducted . After 31-days-stay in the ISS, all the flight mice returned safely to Earth. We found that Nrf2 was indeed activated by the space stress in various tissues. The space stress and Nrf2-deficiency brought about changes in gene expression.",Space Flight
7,GSM4614033,GSE152382,"To elucidate roles that Nrf2 plays in regulating adaptive responses to the space stress, one month-long space travel and RNA-seq analysis of six Nrf2-KO mice and six wild-type mice were conducted . After 31-days-stay in the ISS, all the flight mice returned safely to Earth. We found that Nrf2 was indeed activated by the space stress in various tissues. The space stress and Nrf2-deficiency brought about changes in gene expression.",Space Flight
8,GSM4614039,GSE152382,"To elucidate roles that Nrf2 plays in regulating adaptive responses to the space stress, one month-long space travel and RNA-seq analysis of six Nrf2-KO mice and six wild-type mice were conducted . After 31-days-stay in the ISS, all the flight mice returned safely to Earth. We found that Nrf2 was indeed activated by the space stress in various tissues. The space stress and Nrf2-deficiency brought about changes in gene expression.",Space Flight
9,GSM4614052,GSE152382,"To elucidate roles that Nrf2 plays in regulating adaptive responses to the space stress, one month-long space travel and RNA-seq analysis of six Nrf2-KO mice and six wild-type mice were conducted . After 31-days-stay in the ISS, all the flight mice returned safely to Earth. We found that Nrf2 was indeed activated by the space stress in various tissues. The space stress and Nrf2-deficiency brought about changes in gene expression.",Space Flight
