,gsm,gse,geo_summary,spaceflight
0,GSM5511490,GSE181797,"Aging is accompanied by a gradual loss of systemic metabolic homeostasis, which is maintained by multiple-organs, especially the kidney and kidney. However, a systematic study of the regulatory networks and regulatory transcription factors (TFs) of aging in the kidney and kidney remains lacking. Here, we performed an integrated analysis of multi-omics datasets in the kidney and kidney from young and aged mice, including RNA-seq, reduced representation bisulfite sequencing (RRBS) and ATAC-seq datasets, which indicated that enhanced inflammation and dysregulated metabolism were conserved signatures in aged kidney and kidney in both the transcriptome and epigenome. Transcription factor and regulatory network analysis indicated that activation of AP-1 and SPI1 was responsible for enhanced inflammation, and down-regulation of HNFs and PPARs contributed to dysregulated metabolism in aged kidney and kidney. Importantly, we found that the activation of AP-1 was cellular autonomous in aged hepatic and renal cells. However, enhanced SPI1 was caused by elevated infiltration of macrophages. Importantly, inhibition of AP-1 with small molecule combination attenuated inflammation phenotypes of aging in vivo and in vitro. Taken together, our analysis revealed common signatures and regulatory TFs of aging in the kidney and kidney, providing novel targets for the development of anti-aging interventions.",Ground Control Rerun
1,GSM7048770,GSE225447,"IgA nephropathy (IgAN), the most common primary glomerulonephritis worldwide, is characterized by glomerular deposition of immune complexes (IC) consisting of IgA1 with some O-glycans deficient in galactose (Gd-IgA1) and Gd-IgA1-specific IgG autoantibodies. These IC induce kidney injury, and in the absence of disease-specific therapy, up to 40% of IgAN patients progress to kidney failure. IgA1 with its clustered O-glycans is unique to humans, which hampered development of small-animal models of IgAN. To address this issue, we developed a model wherein engineered IC (EIC) formed from human Gd-IgA1 and recombinant IgG autoantibody are injected into nude mice to induce glomerular injury mimicking human IgAN. Here, we used this animal model to assess the protective effects of sparsentan, a single-molecule dual antagonist of endothelin A receptor (ETAR) and angiotensin II type 1 receptor (AT1R) (DEARA). Oral administration of sparsentan (60 or 120 mg/kg) to mice intravenously injected with EIC attenuated the EIC-induced glomerular hypercellularity.",Ground Control Rerun
2,GSM4726152,GSE156179,"IgA nephropathy (IgAN), the most common primary glomerulonephritis worldwide, is characterized by IgA1-containing glomerular immunodeposits. These immunodeposits are thought to originate from the circulating immune complexes consisting of aberrantly glycosylated IgA1 (galactose-deficient IgA1; Gd-IgA1) bound by IgG autoantibodies. This hypothesis is supported by the findings that renal immunodeposits of IgA nephropathy patients are enriched for IgG autoantibodies specific for galactose-deficient  IgA1 (Rizk et al., J. Am. Soc. Nephrol. 30(10), 2017-2026, 2019). However, experimental proof is needed. This study provides in vivo data in mice that support the pathogenic role of IgG autoantibodies in IgAN.",Ground Control Rerun
3,GSM2876259,GSE107705,"Lupus nephritis (LN) often results in progressive renal dysfunction. The inactive Rhomboid 2 (iRhom2) is a newly identified key regulator of A disintegrin and metalloprotease 17 (ADAM17), whose substrates, such as TNF-α and heparin-binding EGF (HB-EGF), have been implicated in the pathogenesis of chronic kidney disease. Here we demonstrate that deficiency of iRhom2 protects the lupus-prone Fcgr2b-/- mice from developing severe kidney damage without altering anti-double stranded (ds) DNA Ab production, by simultaneously blocking the HB-EGF/EGFR and the TNF-α signaling in the kidney tissues. Unbiased transcriptome profiling of kidneys and kidney macrophages revealed that TNF-α and HB-EGF/EGFR signaling pathways are highly upregulated in Fcgr2b-/- mice; alterations that were diminished in the absence of iRhom2. Pharmacological blockade of either TNF-α or EGFR signaling protected Fcgr2b-/- mice from severe renal damage. Finally, kidneys from LN patients showed increased iRhom2 and HB-EGF expression, with interstitial HB-EGF expression significantly associated with chronicity indices. Our data suggest that activation of iRhom2/ADAM17-dependent TNF-α and EGFR signaling plays a crucial role in mediating irreversible kidney damage in LN, thereby uncovering a novel target for selective and simultaneous dual inhibition of two major pathological pathways in the effector arm of the disease.",Ground Control Rerun
4,GSM7806201,GSE244072,"Tuberous Sclerosis Complex (TSC) is caused by germline TSC1 or TSC2 mutations, leading to hyperactivation of mechanistic target of rapamycin complex 1 (mTORC1) and tumors in multiple organs including the brain, heart, lung (lymphangioleiomyomatosis), and kidney (angiomyolipoma and renal cell carcinoma). Previously, we found that TFEB is constitutively active in models of TSC. To determine the impact of TFEB in vivo, we generated two novel mouse models of TSC, resulting in premature death, in which kidney pathology was the primary phenotype. RNA sequencing revealed that lysosomal and proteasomal gene pathways were the most highly upregulated in the TSC2-deficient kidneys. Knockout of TFEB rescued both kidney pathology and overall survival in both models, indicating that TFEB is the primary driver of renal disease in TSC. Importantly, mTORC1 activity, which was elevated in the TSC2 knockout kidneys, was normalized by TFEB knockout.  Knockdown of Rheb or treatment of TSC2-deficient cells with Rapamycin paradoxically increases TFEB phosphorylation at the mTORC1-site (S211) and relocalizes TFEB from the nucleus to the cytoplasm via a Rag-dependent mechanism. Accordingly, treatment of TSC2 knockout mice with Rapamycin normalized lysosomal gene expression, similar to TFEB knockout, suggesting that the beneficial effects of Rapamycin in TSC are TFEB-dependent. These results change the view of the mechanisms leading to mTORC1 hyperactivation in TSC and may lead to novel therapeutic avenues for the treatment of TSC.",Ground Control Rerun
5,GSM7806222,GSE244072,"Tuberous Sclerosis Complex (TSC) is caused by germline TSC1 or TSC2 mutations, leading to hyperactivation of mechanistic target of rapamycin complex 1 (mTORC1) and tumors in multiple organs including the brain, heart, lung (lymphangioleiomyomatosis), and kidney (angiomyolipoma and renal cell carcinoma). Previously, we found that TFEB is constitutively active in models of TSC. To determine the impact of TFEB in vivo, we generated two novel mouse models of TSC, resulting in premature death, in which kidney pathology was the primary phenotype. RNA sequencing revealed that lysosomal and proteasomal gene pathways were the most highly upregulated in the TSC2-deficient kidneys. Knockout of TFEB rescued both kidney pathology and overall survival in both models, indicating that TFEB is the primary driver of renal disease in TSC. Importantly, mTORC1 activity, which was elevated in the TSC2 knockout kidneys, was normalized by TFEB knockout.  Knockdown of Rheb or treatment of TSC2-deficient cells with Rapamycin paradoxically increases TFEB phosphorylation at the mTORC1-site (S211) and relocalizes TFEB from the nucleus to the cytoplasm via a Rag-dependent mechanism. Accordingly, treatment of TSC2 knockout mice with Rapamycin normalized lysosomal gene expression, similar to TFEB knockout, suggesting that the beneficial effects of Rapamycin in TSC are TFEB-dependent. These results change the view of the mechanisms leading to mTORC1 hyperactivation in TSC and may lead to novel therapeutic avenues for the treatment of TSC.",Ground Control Rerun
6,GSM5570184,GSE183745,"Fumarate Hydratase (FH) is an enzyme of the Tricarboxilic Acid Cycle (TCA) that catalyzes the conversion of fumarate into malate. In the last decade, studies have revealed FH as a bona fide tumour suppressor whose mutations cause Hereditary leiomyomatosis and renal cell carcinoma (HLRCC). Loss of FH in the kidney elicits several oncogenic signalling cascades through the accumulation of the oncometabolite fumarate. Yet, whilst the long-term consequences of FH loss have been extensively described, the acute response to FH loss has not been investigated due, in part, to the lack of a suitable model. Here, we generated a new inducible mouse model to investigate the chronology of the murine homologue of FH, Fh1, loss in the adult kidney.",Ground Control Rerun
7,GSM7806214,GSE244072,"Tuberous Sclerosis Complex (TSC) is caused by germline TSC1 or TSC2 mutations, leading to hyperactivation of mechanistic target of rapamycin complex 1 (mTORC1) and tumors in multiple organs including the brain, heart, lung (lymphangioleiomyomatosis), and kidney (angiomyolipoma and renal cell carcinoma). Previously, we found that TFEB is constitutively active in models of TSC. To determine the impact of TFEB in vivo, we generated two novel mouse models of TSC, resulting in premature death, in which kidney pathology was the primary phenotype. RNA sequencing revealed that lysosomal and proteasomal gene pathways were the most highly upregulated in the TSC2-deficient kidneys. Knockout of TFEB rescued both kidney pathology and overall survival in both models, indicating that TFEB is the primary driver of renal disease in TSC. Importantly, mTORC1 activity, which was elevated in the TSC2 knockout kidneys, was normalized by TFEB knockout.  Knockdown of Rheb or treatment of TSC2-deficient cells with Rapamycin paradoxically increases TFEB phosphorylation at the mTORC1-site (S211) and relocalizes TFEB from the nucleus to the cytoplasm via a Rag-dependent mechanism. Accordingly, treatment of TSC2 knockout mice with Rapamycin normalized lysosomal gene expression, similar to TFEB knockout, suggesting that the beneficial effects of Rapamycin in TSC are TFEB-dependent. These results change the view of the mechanisms leading to mTORC1 hyperactivation in TSC and may lead to novel therapeutic avenues for the treatment of TSC.",Ground Control Rerun
8,GSM2741196,GSE102566,"Uromodulin (UMOD) is a secreted glycoprotein exclusively expressed by the cells lining the thick ascending limb of the loop of henle and the early distal tubule of the kidney nephron. Mutations in UMOD that interfere with proper folding of the protein are responsible for a progressive form of interstitial fibrotic kidney disease that leads to end stage renal disease, referred to as Uromodulin Associated Kidney Disease (UAKD). To assess key transcriptional changes associated with the progression of UAKD, we generated a knock-in mouse model harboring the mouse equivalent of the human mutation C148W. We profiled both the whole kidney tissue, as well as the specific UMOD+ cell populaitons in mutant and wild type mice. Analysis of differentially expressed genes in whole tissue and UMOD+ cells revealed a strong TNF-signaling signature, as well as TRIB3 upregulation, which is a key mediator of the intrinsic ER-stress mediated cell death pathway.",Ground Control Rerun
9,GSM2741203,GSE102566,"Uromodulin (UMOD) is a secreted glycoprotein exclusively expressed by the cells lining the thick ascending limb of the loop of henle and the early distal tubule of the kidney nephron. Mutations in UMOD that interfere with proper folding of the protein are responsible for a progressive form of interstitial fibrotic kidney disease that leads to end stage renal disease, referred to as Uromodulin Associated Kidney Disease (UAKD). To assess key transcriptional changes associated with the progression of UAKD, we generated a knock-in mouse model harboring the mouse equivalent of the human mutation C148W. We profiled both the whole kidney tissue, as well as the specific UMOD+ cell populaitons in mutant and wild type mice. Analysis of differentially expressed genes in whole tissue and UMOD+ cells revealed a strong TNF-signaling signature, as well as TRIB3 upregulation, which is a key mediator of the intrinsic ER-stress mediated cell death pathway.",Ground Control Rerun
