,gsm,gse,geo_summary,spaceflight
0,GSM7708687,GSE240751,"Spaceflight induces hepatic damage, partially owing to oxidative stress caused by the space environment such as microgravity and space radiation. We examined the roles of anti-oxidative sulfur-containing compounds on hepatic damage after spaceflight. We analyzed the livers of mice on board the International Space Station for 30 days. During spaceflight, half of the mice were exposed to artificial earth gravity (1 g) using centrifugation cages. Sulfur-metabolomics of the livers of mice after spaceflight revealed a decrease in sulfur antioxidants (ergothioneine, glutathione, cysteine, taurine, thiamine, etc.) and their intermediates (cysteine sulfonic acid, hercynine, N-acethylserine, serine, etc.) compared to the controls on the ground. Furthermore, RNA-sequencing showed upregulation of gene sets related to oxidative stress and sulfur metabolism, and downregulation of gene sets related to glutathione reducibility in the livers of mice after spaceflight, compared to controls on the ground. These changes were partially mitigated by exposure to 1 g centrifugation. For the first time, we observed a decrease in sulfur antioxidants based on a comprehensive analysis of the livers of mice after spaceflight. Our data suggest that a decrease in sulfur-containing compounds owing to both microgravity and other spaceflight environments (radiation and stressors) contributes to liver damage after spaceflight.",Space Flight
1,GSM7708684,GSE240751,"Spaceflight induces hepatic damage, partially owing to oxidative stress caused by the space environment such as microgravity and space radiation. We examined the roles of anti-oxidative sulfur-containing compounds on hepatic damage after spaceflight. We analyzed the livers of mice on board the International Space Station for 30 days. During spaceflight, half of the mice were exposed to artificial earth gravity (1 g) using centrifugation cages. Sulfur-metabolomics of the livers of mice after spaceflight revealed a decrease in sulfur antioxidants (ergothioneine, glutathione, cysteine, taurine, thiamine, etc.) and their intermediates (cysteine sulfonic acid, hercynine, N-acethylserine, serine, etc.) compared to the controls on the ground. Furthermore, RNA-sequencing showed upregulation of gene sets related to oxidative stress and sulfur metabolism, and downregulation of gene sets related to glutathione reducibility in the livers of mice after spaceflight, compared to controls on the ground. These changes were partially mitigated by exposure to 1 g centrifugation. For the first time, we observed a decrease in sulfur antioxidants based on a comprehensive analysis of the livers of mice after spaceflight. Our data suggest that a decrease in sulfur-containing compounds owing to both microgravity and other spaceflight environments (radiation and stressors) contributes to liver damage after spaceflight.",Space Flight
2,GSM7708686,GSE240751,"Spaceflight induces hepatic damage, partially owing to oxidative stress caused by the space environment such as microgravity and space radiation. We examined the roles of anti-oxidative sulfur-containing compounds on hepatic damage after spaceflight. We analyzed the livers of mice on board the International Space Station for 30 days. During spaceflight, half of the mice were exposed to artificial earth gravity (1 g) using centrifugation cages. Sulfur-metabolomics of the livers of mice after spaceflight revealed a decrease in sulfur antioxidants (ergothioneine, glutathione, cysteine, taurine, thiamine, etc.) and their intermediates (cysteine sulfonic acid, hercynine, N-acethylserine, serine, etc.) compared to the controls on the ground. Furthermore, RNA-sequencing showed upregulation of gene sets related to oxidative stress and sulfur metabolism, and downregulation of gene sets related to glutathione reducibility in the livers of mice after spaceflight, compared to controls on the ground. These changes were partially mitigated by exposure to 1 g centrifugation. For the first time, we observed a decrease in sulfur antioxidants based on a comprehensive analysis of the livers of mice after spaceflight. Our data suggest that a decrease in sulfur-containing compounds owing to both microgravity and other spaceflight environments (radiation and stressors) contributes to liver damage after spaceflight.",Space Flight
3,GSM6234432,GSE205847,This SuperSeries is composed of the SubSeries listed below.,Space Flight
4,GSM7708685,GSE240751,"Spaceflight induces hepatic damage, partially owing to oxidative stress caused by the space environment such as microgravity and space radiation. We examined the roles of anti-oxidative sulfur-containing compounds on hepatic damage after spaceflight. We analyzed the livers of mice on board the International Space Station for 30 days. During spaceflight, half of the mice were exposed to artificial earth gravity (1 g) using centrifugation cages. Sulfur-metabolomics of the livers of mice after spaceflight revealed a decrease in sulfur antioxidants (ergothioneine, glutathione, cysteine, taurine, thiamine, etc.) and their intermediates (cysteine sulfonic acid, hercynine, N-acethylserine, serine, etc.) compared to the controls on the ground. Furthermore, RNA-sequencing showed upregulation of gene sets related to oxidative stress and sulfur metabolism, and downregulation of gene sets related to glutathione reducibility in the livers of mice after spaceflight, compared to controls on the ground. These changes were partially mitigated by exposure to 1 g centrifugation. For the first time, we observed a decrease in sulfur antioxidants based on a comprehensive analysis of the livers of mice after spaceflight. Our data suggest that a decrease in sulfur-containing compounds owing to both microgravity and other spaceflight environments (radiation and stressors) contributes to liver damage after spaceflight.",Space Flight
5,GSM3968566,GSE134777,"Contacts between organelles create microdomains that play major roles in regulating key intracellular activities and signaling pathways, but whether they also regulate systemic functions remains unknown. Here, we report the ultrastructural organization and dynamics of the inter-organellar contact established by rough-Endoplasmic Reticulum closely wrapped around the mitochondria (wrappER). To elucidate the in vivo function of this contact, mouse liver fractions enriched in wrappER-associated-mitochondria are analyzed by transcriptomics, proteomics and lipidomics. The biochemical signature of the wrappER points to a role in the biogenesis of very-low-density lipoproteins (VLDL). Altering wrappER-mitochondria contacts curtails VLDL secretion and increases hepatic fatty acids, lipid droplets and neutral lipid content. Conversely, acute liver-specific ablation of Mttp, the most upstream regulator of VLDL biogenesis, recapitulates this hepatic dyslipidemia phenotype and promotes remodelling of the wrappER-mitochondria contact. The discovery that liver wrappER-mitochondria contacts participate in VLDL biology suggests an involvement of inter-organelle contacts in systemic lipid homeostasis.",Space Flight
6,GSM6234434,GSE205847,This SuperSeries is composed of the SubSeries listed below.,Space Flight
7,GSM3968558,GSE134777,"Contacts between organelles create microdomains that play major roles in regulating key intracellular activities and signaling pathways, but whether they also regulate systemic functions remains unknown. Here, we report the ultrastructural organization and dynamics of the inter-organellar contact established by rough-Endoplasmic Reticulum closely wrapped around the mitochondria (wrappER). To elucidate the in vivo function of this contact, mouse liver fractions enriched in wrappER-associated-mitochondria are analyzed by transcriptomics, proteomics and lipidomics. The biochemical signature of the wrappER points to a role in the biogenesis of very-low-density lipoproteins (VLDL). Altering wrappER-mitochondria contacts curtails VLDL secretion and increases hepatic fatty acids, lipid droplets and neutral lipid content. Conversely, acute liver-specific ablation of Mttp, the most upstream regulator of VLDL biogenesis, recapitulates this hepatic dyslipidemia phenotype and promotes remodelling of the wrappER-mitochondria contact. The discovery that liver wrappER-mitochondria contacts participate in VLDL biology suggests an involvement of inter-organelle contacts in systemic lipid homeostasis.",Space Flight
8,GSM7708690,GSE240751,"Spaceflight induces hepatic damage, partially owing to oxidative stress caused by the space environment such as microgravity and space radiation. We examined the roles of anti-oxidative sulfur-containing compounds on hepatic damage after spaceflight. We analyzed the livers of mice on board the International Space Station for 30 days. During spaceflight, half of the mice were exposed to artificial earth gravity (1 g) using centrifugation cages. Sulfur-metabolomics of the livers of mice after spaceflight revealed a decrease in sulfur antioxidants (ergothioneine, glutathione, cysteine, taurine, thiamine, etc.) and their intermediates (cysteine sulfonic acid, hercynine, N-acethylserine, serine, etc.) compared to the controls on the ground. Furthermore, RNA-sequencing showed upregulation of gene sets related to oxidative stress and sulfur metabolism, and downregulation of gene sets related to glutathione reducibility in the livers of mice after spaceflight, compared to controls on the ground. These changes were partially mitigated by exposure to 1 g centrifugation. For the first time, we observed a decrease in sulfur antioxidants based on a comprehensive analysis of the livers of mice after spaceflight. Our data suggest that a decrease in sulfur-containing compounds owing to both microgravity and other spaceflight environments (radiation and stressors) contributes to liver damage after spaceflight.",Space Flight
9,GSM3052676,GSE112003,"Study whether IL-33 participates in the cholangiopathies during C. sinensis infection,and whether the gut microbiota participates in the pathogenesis of clonorchiasis",Space Flight
