,gsm,gse,geo_summary,spaceflight
0,GSM1213463,GSE50068,"In this study we identifies miR-21 to by under cytokine control through the transcription factor STAT5 and while miR-21 is differentially expressed during mammary gland development, miR-21 is dispensable for mammary development and lactation.",Vivarium Control
1,GSM5548441,GSE183000,Mice with beige fat-selective ablation of Bmal1 were generated by crossing Bmal1fl/fl with Prrx1-Cre transgenics. Inguinal subcutaneous adipsoe tissues were collected under ambient temperature at 220C or  cold acclimations at 10oC for two weeks.,Vivarium Control
2,GSM7224912,GSE230472,"lean control, obese, and formerly obese C57BL6N mice which underwent weight loss via low-fat diet or verticle sleeve gastrectomy were injected with E0771 cells and tumor growth was monitored",Vivarium Control
3,GSM6108503,GSE202332,This SuperSeries is composed of the SubSeries listed below.,Vivarium Control
4,GSM5548438,GSE183000,Mice with beige fat-selective ablation of Bmal1 were generated by crossing Bmal1fl/fl with Prrx1-Cre transgenics. Inguinal subcutaneous adipsoe tissues were collected under ambient temperature at 220C or  cold acclimations at 10oC for two weeks.,Vivarium Control
5,GSM5548440,GSE183000,Mice with beige fat-selective ablation of Bmal1 were generated by crossing Bmal1fl/fl with Prrx1-Cre transgenics. Inguinal subcutaneous adipsoe tissues were collected under ambient temperature at 220C or  cold acclimations at 10oC for two weeks.,Vivarium Control
6,GSM3968606,GSE134780,"Mosaic-variegated aneuploidy (MVA) syndrome is a rare childhood disorder characterized by biallelic BUBR1, CEP57, or TRIP13 aberrations, increased chromosome missegregation, and a broad spectrum of clinical features, including various cancers, congenital defects, and progeroid pathologies. To investigate the mechanisms underlying this disorder and its phenotypic heterogeneity, we mimicked the BUBR1L1012P mutation in mice (BubR1L1002P) and combined it with two other MVA variants, BUBR1X753 and BUBR1H, generating a truncated protein and low amounts of wildtype protein, respectively. Whereas, BubR1X753/L1002P and BubR1H/X753 mice die prematurely, BubR1H/L1002P mice are viable and exhibit many MVA features, including cancer predisposition and various progeroid phenotypes, including short lifespan, dwarfism, lipodystrophy, sarcopenia, and low cardiac stress tolerance. Strikingly, although these mice had a similar reduction in total BubR1 and spectrum of MVA phenotypes as BubR1H/H mice, several progeroid pathologies were attenuated in severity, which in skeletal muscle coincided with reduced senescence-associated secretory phenotype (SASP) complexity. Additionally, mice harboring heterozygous BUBR1 MVA variants developed mild MVA pathologies later in life, with alleles conferring unique phenotypic profiles. Together, these data demonstrate that subtle BUBR1 allelic effects contribute to disease heterogeneity in both MVA patients and heterozygous carriers of MVA mutations, independent of aneuploidy rates and BUBR1 protein levels.",Vivarium Control
7,GSM2221176,GSE83897,"Model: The activation of Ret receptor tyrosine kinase regulates mammary tumor growth, tumor-associated inflammation and metastasis. To uncover Ret’s function, we have generated a new transgenic mouse mammary tumor model, in which the human wild type Ret is expressed in the mammary epithelium of mice in a doxycycline (Dox)-inducible manner (system developed by Dr. Chosdosh). Induction of constitutive Ret expression leads to the development of mammary tumors in 60% of the mice. We have found that the Ret-induced tumors have histologic characteristics of the human DCIS. Purpose:  The goals of this study are to compare Next-generation sequencing (NGS)-derived transcriptome profiling (RNA-seq) of Ret-induced tumors to human breast cancer databases in order to determined which cancer subtype is represented by this new tumor model. Additionally, to further analyze the mechanisms underlying Ret-induced tumorigenesis, we will also examine the transcriptome by NGS: in this case, this analysis will be performed on tumors that regress upon dox-food withdrawal, in comparison to the growing tumors. We will also perform similar analysis with the hyperplastic glands, a step before of tumor development. Later, the RNA-seq differential expression data will be analyzed using pathway analysis software as Ingenuity and public available datasets as the Gene Set Enrichment Analysis (GSEA) or the Integrating Motif Response Activity Analysis (ISMARA).",Vivarium Control
8,GSM7224905,GSE230472,"lean control, obese, and formerly obese C57BL6N mice which underwent weight loss via low-fat diet or verticle sleeve gastrectomy were injected with E0771 cells and tumor growth was monitored",Vivarium Control
9,GSM2221179,GSE83897,"Model: The activation of Ret receptor tyrosine kinase regulates mammary tumor growth, tumor-associated inflammation and metastasis. To uncover Ret’s function, we have generated a new transgenic mouse mammary tumor model, in which the human wild type Ret is expressed in the mammary epithelium of mice in a doxycycline (Dox)-inducible manner (system developed by Dr. Chosdosh). Induction of constitutive Ret expression leads to the development of mammary tumors in 60% of the mice. We have found that the Ret-induced tumors have histologic characteristics of the human DCIS. Purpose:  The goals of this study are to compare Next-generation sequencing (NGS)-derived transcriptome profiling (RNA-seq) of Ret-induced tumors to human breast cancer databases in order to determined which cancer subtype is represented by this new tumor model. Additionally, to further analyze the mechanisms underlying Ret-induced tumorigenesis, we will also examine the transcriptome by NGS: in this case, this analysis will be performed on tumors that regress upon dox-food withdrawal, in comparison to the growing tumors. We will also perform similar analysis with the hyperplastic glands, a step before of tumor development. Later, the RNA-seq differential expression data will be analyzed using pathway analysis software as Ingenuity and public available datasets as the Gene Set Enrichment Analysis (GSEA) or the Integrating Motif Response Activity Analysis (ISMARA).",Vivarium Control
