,gsm,gse,geo_summary,spaceflight
0,GSM5954367,GSE198652,Aged mice (22-24 mo) underwent Progressive weighted wheel running (PoWeR) for 8 weeks. RNA-seq on soleus and plantaris muscles was conducted on untrained and PoWeR trained mice. RNA from soleus and plantaris of young mice (4-6 months old) was used as a comparator (Englund et al. 2021 Function),Ground Control
1,GSM4613334,GSE152349,This SuperSeries is composed of the SubSeries listed below.,Ground Control
2,GSM5954371,GSE198652,Aged mice (22-24 mo) underwent Progressive weighted wheel running (PoWeR) for 8 weeks. RNA-seq on soleus and plantaris muscles was conducted on untrained and PoWeR trained mice. RNA from soleus and plantaris of young mice (4-6 months old) was used as a comparator (Englund et al. 2021 Function),Ground Control
3,GSM4613332,GSE152349,This SuperSeries is composed of the SubSeries listed below.,Ground Control
4,GSM5954373,GSE198652,Aged mice (22-24 mo) underwent Progressive weighted wheel running (PoWeR) for 8 weeks. RNA-seq on soleus and plantaris muscles was conducted on untrained and PoWeR trained mice. RNA from soleus and plantaris of young mice (4-6 months old) was used as a comparator (Englund et al. 2021 Function),Ground Control
5,GSM4613325,GSE152349,This SuperSeries is composed of the SubSeries listed below.,Ground Control
6,GSM5954374,GSE198652,Aged mice (22-24 mo) underwent Progressive weighted wheel running (PoWeR) for 8 weeks. RNA-seq on soleus and plantaris muscles was conducted on untrained and PoWeR trained mice. RNA from soleus and plantaris of young mice (4-6 months old) was used as a comparator (Englund et al. 2021 Function),Ground Control
7,GSM4613336,GSE152349,This SuperSeries is composed of the SubSeries listed below.,Ground Control
8,GSM4613323,GSE152349,This SuperSeries is composed of the SubSeries listed below.,Ground Control
9,GSM4613322,GSE152349,This SuperSeries is composed of the SubSeries listed below.,Ground Control
10,GSM5954367,GSE198652,Aged mice (22-24 mo) underwent Progressive weighted wheel running (PoWeR) for 8 weeks. RNA-seq on soleus and plantaris muscles was conducted on untrained and PoWeR trained mice. RNA from soleus and plantaris of young mice (4-6 months old) was used as a comparator (Englund et al. 2021 Function),Space Flight
11,GSM5954348,GSE198652,Aged mice (22-24 mo) underwent Progressive weighted wheel running (PoWeR) for 8 weeks. RNA-seq on soleus and plantaris muscles was conducted on untrained and PoWeR trained mice. RNA from soleus and plantaris of young mice (4-6 months old) was used as a comparator (Englund et al. 2021 Function),Space Flight
12,GSM4613338,GSE152349,This SuperSeries is composed of the SubSeries listed below.,Space Flight
13,GSM4613325,GSE152349,This SuperSeries is composed of the SubSeries listed below.,Space Flight
14,GSM4613334,GSE152349,This SuperSeries is composed of the SubSeries listed below.,Space Flight
15,GSM5954374,GSE198652,Aged mice (22-24 mo) underwent Progressive weighted wheel running (PoWeR) for 8 weeks. RNA-seq on soleus and plantaris muscles was conducted on untrained and PoWeR trained mice. RNA from soleus and plantaris of young mice (4-6 months old) was used as a comparator (Englund et al. 2021 Function),Space Flight
16,GSM5954371,GSE198652,Aged mice (22-24 mo) underwent Progressive weighted wheel running (PoWeR) for 8 weeks. RNA-seq on soleus and plantaris muscles was conducted on untrained and PoWeR trained mice. RNA from soleus and plantaris of young mice (4-6 months old) was used as a comparator (Englund et al. 2021 Function),Space Flight
17,GSM4613317,GSE152349,This SuperSeries is composed of the SubSeries listed below.,Space Flight
18,GSM5954373,GSE198652,Aged mice (22-24 mo) underwent Progressive weighted wheel running (PoWeR) for 8 weeks. RNA-seq on soleus and plantaris muscles was conducted on untrained and PoWeR trained mice. RNA from soleus and plantaris of young mice (4-6 months old) was used as a comparator (Englund et al. 2021 Function),Space Flight
19,GSM4613332,GSE152349,This SuperSeries is composed of the SubSeries listed below.,Space Flight
