,gsm,gse,geo_summary,spaceflight
0,GSM5730973,GSE190756,"Mammals differ more than 100-fold in maximum lifespan. Here, we conducted comparative transcriptomics on 26 species with diverse lifespans. We identified thousands of genes with expression levels negatively or positively correlated with a species' maximum lifespan (Neg- or Pos-MLS genes). Neg-MLS genes are primarily involved in energy metabolism and inflammation. Pos-MLS genes show enrichment in DNA repair, microtubule organization, and RNA transport. Expression of Neg- and Pos-MLS genes is modulated by interventions, including mTOR and PI3K inhibition. Regulatory networks analysis showed that Neg-MLS genes are under circadian regulation possibly to avoid persistent high expression, whereas Pos-MLS genes are targets of master pluripotency regulators OCT4 and NANOG and are upregulated during somatic cell reprogramming. Pos-MLS genes are highly expressed during embryogenesis but significantly downregulated after birth. This work provides targets for anti-aging interventions by defining pathways correlating with longevity across mammals and uncovering circadian and pluripotency networks as central regulators of longevity.",Basal Control
1,GSM8082236,GSE255885,"Sexual dimorphism in kidney injury markers, such as Klotho, is frequently underestimated or disregarded, as most of the preclinical research is done in male animals. Klotho is well-linked to renal health and its deletion in mice results in a severe accelerated aging-like phenotype and premature death. Here, we identified candidate Klotho enhancers and discovered their function using mice carrying deletions in the enhancer loci. Candidate Klotho enhancers were deleted using CRISPR/Cas9 genome editing. Warm ischemia-reperfusion surgery (IRI) was performed bilaterally to induce acute kidney injury and unilaterally in a fibrosis model. Using ChIP-seq and RNA-seq, we analyzed renal chromatin features and gene expression. ELISA and colorimetric assays were used to measure serum FGF23 and serum component levels. Removal of the enhancer caused more substantial reduction in Klotho mRNA levels in female mice compared to males (90 vs. 50%), supported by gene promoter marks remaining more pronounced in males. Weight, lifespan, and fertility of mice lacking the enhancers were not impacted. Only male mutant mice displayed higher Havcr1 expression after IRI than controls (mean 1048 vs. 231.4, p=0.0016). 28 days after unilateral IRI, only males displayed increased fibrosis markers, but with no difference between genotypes. Our findings reveal sexual dimorphism of Klotho gene expression and its enhancer regulation. Only male mutant mice were more susceptible to acute injury and the enhancer deletion had no impact on fibrosis. Additional investigation into the mechanisms governing Klotho regulation is imperative to reassess its effectiveness as a kidney injury marker.",Basal Control
2,GSM5501901,GSE181733,This SuperSeries is composed of the SubSeries listed below.,Basal Control
3,GSM4742428,GSE156692,"RNA-seq and DHS mapping in hybrid mouse kidney, liver, lung, and B cells",Basal Control
4,GSM8082226,GSE255885,"Sexual dimorphism in kidney injury markers, such as Klotho, is frequently underestimated or disregarded, as most of the preclinical research is done in male animals. Klotho is well-linked to renal health and its deletion in mice results in a severe accelerated aging-like phenotype and premature death. Here, we identified candidate Klotho enhancers and discovered their function using mice carrying deletions in the enhancer loci. Candidate Klotho enhancers were deleted using CRISPR/Cas9 genome editing. Warm ischemia-reperfusion surgery (IRI) was performed bilaterally to induce acute kidney injury and unilaterally in a fibrosis model. Using ChIP-seq and RNA-seq, we analyzed renal chromatin features and gene expression. ELISA and colorimetric assays were used to measure serum FGF23 and serum component levels. Removal of the enhancer caused more substantial reduction in Klotho mRNA levels in female mice compared to males (90 vs. 50%), supported by gene promoter marks remaining more pronounced in males. Weight, lifespan, and fertility of mice lacking the enhancers were not impacted. Only male mutant mice displayed higher Havcr1 expression after IRI than controls (mean 1048 vs. 231.4, p=0.0016). 28 days after unilateral IRI, only males displayed increased fibrosis markers, but with no difference between genotypes. Our findings reveal sexual dimorphism of Klotho gene expression and its enhancer regulation. Only male mutant mice were more susceptible to acute injury and the enhancer deletion had no impact on fibrosis. Additional investigation into the mechanisms governing Klotho regulation is imperative to reassess its effectiveness as a kidney injury marker.",Basal Control
5,GSM5730971,GSE190756,"Mammals differ more than 100-fold in maximum lifespan. Here, we conducted comparative transcriptomics on 26 species with diverse lifespans. We identified thousands of genes with expression levels negatively or positively correlated with a species' maximum lifespan (Neg- or Pos-MLS genes). Neg-MLS genes are primarily involved in energy metabolism and inflammation. Pos-MLS genes show enrichment in DNA repair, microtubule organization, and RNA transport. Expression of Neg- and Pos-MLS genes is modulated by interventions, including mTOR and PI3K inhibition. Regulatory networks analysis showed that Neg-MLS genes are under circadian regulation possibly to avoid persistent high expression, whereas Pos-MLS genes are targets of master pluripotency regulators OCT4 and NANOG and are upregulated during somatic cell reprogramming. Pos-MLS genes are highly expressed during embryogenesis but significantly downregulated after birth. This work provides targets for anti-aging interventions by defining pathways correlating with longevity across mammals and uncovering circadian and pluripotency networks as central regulators of longevity.",Basal Control
6,GSM5982226,GSE199702,"We report transcriptomic profiling from bulk heart, kidney, and liver tissues for 58 strains of the inbred mouse Collaborative Cross (CC). Each strain is represented by a male/female pair. Reads were first aligned to the pooled transcriptomes of the eight founder strains of the CC and then total gene counts were quantified using the EMASE and GBRS software tools. Total read counts can be further normalized for use in differential gene expression analysis, expression quantitative trait locus (eQTL) analysis, and integrative analyses with other -omic data sets measured on the same samples, including proteomics and phosphoproteomics.",Basal Control
7,GSM5982174,GSE199702,"We report transcriptomic profiling from bulk heart, kidney, and liver tissues for 58 strains of the inbred mouse Collaborative Cross (CC). Each strain is represented by a male/female pair. Reads were first aligned to the pooled transcriptomes of the eight founder strains of the CC and then total gene counts were quantified using the EMASE and GBRS software tools. Total read counts can be further normalized for use in differential gene expression analysis, expression quantitative trait locus (eQTL) analysis, and integrative analyses with other -omic data sets measured on the same samples, including proteomics and phosphoproteomics.",Basal Control
8,GSM7486687,GSE235498,This SuperSeries is composed of the SubSeries listed below.,Basal Control
9,GSM5982234,GSE199702,"We report transcriptomic profiling from bulk heart, kidney, and liver tissues for 58 strains of the inbred mouse Collaborative Cross (CC). Each strain is represented by a male/female pair. Reads were first aligned to the pooled transcriptomes of the eight founder strains of the CC and then total gene counts were quantified using the EMASE and GBRS software tools. Total read counts can be further normalized for use in differential gene expression analysis, expression quantitative trait locus (eQTL) analysis, and integrative analyses with other -omic data sets measured on the same samples, including proteomics and phosphoproteomics.",Basal Control
10,GSM5501901,GSE181733,This SuperSeries is composed of the SubSeries listed below.,Ground Control
