,gsm,gse,geo_summary,spaceflight
0,GSM3832694,GSE131954,"Purpose:The purpose of this study was to determine whether the spaceflight environment induces oxidative damage on ocular structure and how gene expression profiles change during spaceflight. Methods: RNA sequencing, immunofluorescence, and microCT assays were performed on two groups of mice to assess the effects of spaceflight on the mammalian retina. Ten week old adult C57BL/6 mice was flown aboard the ISS for 35 days and returned to Earth alive. Ground control mice were maintained on Earth in identical flight hardware. Within 38 (+/-4) hours of splashdown, mice were euthanized and ocular tissues were collected for analysis. Results:RNA sequencing detected 600 differentially expressed genes in spaceflight retina. This set of differentially expressed genes is enriched for genes related to visual perception, the phototransduction pathway, and numerous retina and photoreceptor phenotype categories. Eleven of the differentially expressed genes are associated with the disease retinitis pigmentosa, a retinal disease characterized by dystrophy of the rods and cones of the photoreceptor layer. Analysis of differentially expressed transcription factors indicate changes in chromatin structure, offering clues to the causes of the phenotypic changes observed. Additionally, immunofluorescence assays showed degradation of cone photoreceptors and increased oxidative stress in the retina. Retinal thickness, as well as thickness of the retinal pigment epithelium and choroid layers, were significantly reduced after spaceflight. Conclusions: These results indicate that retinal performance may decrease over extended periods of spaceflight and cause visual impairment.",Space Flight
1,GSM3832706,GSE131954,"Purpose:The purpose of this study was to determine whether the spaceflight environment induces oxidative damage on ocular structure and how gene expression profiles change during spaceflight. Methods: RNA sequencing, immunofluorescence, and microCT assays were performed on two groups of mice to assess the effects of spaceflight on the mammalian retina. Ten week old adult C57BL/6 mice was flown aboard the ISS for 35 days and returned to Earth alive. Ground control mice were maintained on Earth in identical flight hardware. Within 38 (+/-4) hours of splashdown, mice were euthanized and ocular tissues were collected for analysis. Results:RNA sequencing detected 600 differentially expressed genes in spaceflight retina. This set of differentially expressed genes is enriched for genes related to visual perception, the phototransduction pathway, and numerous retina and photoreceptor phenotype categories. Eleven of the differentially expressed genes are associated with the disease retinitis pigmentosa, a retinal disease characterized by dystrophy of the rods and cones of the photoreceptor layer. Analysis of differentially expressed transcription factors indicate changes in chromatin structure, offering clues to the causes of the phenotypic changes observed. Additionally, immunofluorescence assays showed degradation of cone photoreceptors and increased oxidative stress in the retina. Retinal thickness, as well as thickness of the retinal pigment epithelium and choroid layers, were significantly reduced after spaceflight. Conclusions: These results indicate that retinal performance may decrease over extended periods of spaceflight and cause visual impairment.",Space Flight
2,GSM3832699,GSE131954,"Purpose:The purpose of this study was to determine whether the spaceflight environment induces oxidative damage on ocular structure and how gene expression profiles change during spaceflight. Methods: RNA sequencing, immunofluorescence, and microCT assays were performed on two groups of mice to assess the effects of spaceflight on the mammalian retina. Ten week old adult C57BL/6 mice was flown aboard the ISS for 35 days and returned to Earth alive. Ground control mice were maintained on Earth in identical flight hardware. Within 38 (+/-4) hours of splashdown, mice were euthanized and ocular tissues were collected for analysis. Results:RNA sequencing detected 600 differentially expressed genes in spaceflight retina. This set of differentially expressed genes is enriched for genes related to visual perception, the phototransduction pathway, and numerous retina and photoreceptor phenotype categories. Eleven of the differentially expressed genes are associated with the disease retinitis pigmentosa, a retinal disease characterized by dystrophy of the rods and cones of the photoreceptor layer. Analysis of differentially expressed transcription factors indicate changes in chromatin structure, offering clues to the causes of the phenotypic changes observed. Additionally, immunofluorescence assays showed degradation of cone photoreceptors and increased oxidative stress in the retina. Retinal thickness, as well as thickness of the retinal pigment epithelium and choroid layers, were significantly reduced after spaceflight. Conclusions: These results indicate that retinal performance may decrease over extended periods of spaceflight and cause visual impairment.",Space Flight
3,GSM3832701,GSE131954,"Purpose:The purpose of this study was to determine whether the spaceflight environment induces oxidative damage on ocular structure and how gene expression profiles change during spaceflight. Methods: RNA sequencing, immunofluorescence, and microCT assays were performed on two groups of mice to assess the effects of spaceflight on the mammalian retina. Ten week old adult C57BL/6 mice was flown aboard the ISS for 35 days and returned to Earth alive. Ground control mice were maintained on Earth in identical flight hardware. Within 38 (+/-4) hours of splashdown, mice were euthanized and ocular tissues were collected for analysis. Results:RNA sequencing detected 600 differentially expressed genes in spaceflight retina. This set of differentially expressed genes is enriched for genes related to visual perception, the phototransduction pathway, and numerous retina and photoreceptor phenotype categories. Eleven of the differentially expressed genes are associated with the disease retinitis pigmentosa, a retinal disease characterized by dystrophy of the rods and cones of the photoreceptor layer. Analysis of differentially expressed transcription factors indicate changes in chromatin structure, offering clues to the causes of the phenotypic changes observed. Additionally, immunofluorescence assays showed degradation of cone photoreceptors and increased oxidative stress in the retina. Retinal thickness, as well as thickness of the retinal pigment epithelium and choroid layers, were significantly reduced after spaceflight. Conclusions: These results indicate that retinal performance may decrease over extended periods of spaceflight and cause visual impairment.",Space Flight
4,GSM3832695,GSE131954,"Purpose:The purpose of this study was to determine whether the spaceflight environment induces oxidative damage on ocular structure and how gene expression profiles change during spaceflight. Methods: RNA sequencing, immunofluorescence, and microCT assays were performed on two groups of mice to assess the effects of spaceflight on the mammalian retina. Ten week old adult C57BL/6 mice was flown aboard the ISS for 35 days and returned to Earth alive. Ground control mice were maintained on Earth in identical flight hardware. Within 38 (+/-4) hours of splashdown, mice were euthanized and ocular tissues were collected for analysis. Results:RNA sequencing detected 600 differentially expressed genes in spaceflight retina. This set of differentially expressed genes is enriched for genes related to visual perception, the phototransduction pathway, and numerous retina and photoreceptor phenotype categories. Eleven of the differentially expressed genes are associated with the disease retinitis pigmentosa, a retinal disease characterized by dystrophy of the rods and cones of the photoreceptor layer. Analysis of differentially expressed transcription factors indicate changes in chromatin structure, offering clues to the causes of the phenotypic changes observed. Additionally, immunofluorescence assays showed degradation of cone photoreceptors and increased oxidative stress in the retina. Retinal thickness, as well as thickness of the retinal pigment epithelium and choroid layers, were significantly reduced after spaceflight. Conclusions: These results indicate that retinal performance may decrease over extended periods of spaceflight and cause visual impairment.",Space Flight
5,GSM3832696,GSE131954,"Purpose:The purpose of this study was to determine whether the spaceflight environment induces oxidative damage on ocular structure and how gene expression profiles change during spaceflight. Methods: RNA sequencing, immunofluorescence, and microCT assays were performed on two groups of mice to assess the effects of spaceflight on the mammalian retina. Ten week old adult C57BL/6 mice was flown aboard the ISS for 35 days and returned to Earth alive. Ground control mice were maintained on Earth in identical flight hardware. Within 38 (+/-4) hours of splashdown, mice were euthanized and ocular tissues were collected for analysis. Results:RNA sequencing detected 600 differentially expressed genes in spaceflight retina. This set of differentially expressed genes is enriched for genes related to visual perception, the phototransduction pathway, and numerous retina and photoreceptor phenotype categories. Eleven of the differentially expressed genes are associated with the disease retinitis pigmentosa, a retinal disease characterized by dystrophy of the rods and cones of the photoreceptor layer. Analysis of differentially expressed transcription factors indicate changes in chromatin structure, offering clues to the causes of the phenotypic changes observed. Additionally, immunofluorescence assays showed degradation of cone photoreceptors and increased oxidative stress in the retina. Retinal thickness, as well as thickness of the retinal pigment epithelium and choroid layers, were significantly reduced after spaceflight. Conclusions: These results indicate that retinal performance may decrease over extended periods of spaceflight and cause visual impairment.",Space Flight
6,GSM4027500,GSE135752,"The systemic delivery of tamoxifen (Tam) to activate inducible CreERT2-loxP transgenic mouse systems is now widely used in neuroscience studies. This critical technological advancement allows temporal control of DNA-cre recombination, avoidance of embryonically lethal phenotypes, and minimization of residual cell labeling encountered in constitutively active drivers. Despite its advantages, the use of Tam has the potential to cause long-lasting, uncharacterized side effects on the transcriptome and epigenome in the CNS, given its mixed estrogen receptor (ER) agonist/antagonist actions. With the welcome focus on including both sexes in biomedical studies and efforts to understand sex differences, Tam administration could also cause sexually divergent responses that would confound studies. To examine these issues, epigenetic and transcriptomic profiles were compared in C57BL/6J female and male hippocampus, cortex, and retina 1 month after a five- day Tam treatment typical for cre induction, or vehicle control (sunflower seed oil). Cytosine methylation and hydroxymethylation levels, in both CG and non-CG contexts, were unchanged as determined by oxidative bisulfite sequencing. Long-lasting Tam transcriptomic effects were also not evident/minimal. Furthermore, there is no evidence of sexually divergent responses with Tam administration and Tam did not alter sex differences evident in controls. Combined with recently reported data that Tam alone does not cause long-lasting changes in behavior and neurogenesis, our findings provide confidence that Tam can be used as a cre-recombinase inducer without introducing significant confounds in transcriptomic and epigenomic neuroscience studies, particularly those focused on genomic and transcriptomic aspects of the aging brain.",Space Flight
7,GSM3832703,GSE131954,"Purpose:The purpose of this study was to determine whether the spaceflight environment induces oxidative damage on ocular structure and how gene expression profiles change during spaceflight. Methods: RNA sequencing, immunofluorescence, and microCT assays were performed on two groups of mice to assess the effects of spaceflight on the mammalian retina. Ten week old adult C57BL/6 mice was flown aboard the ISS for 35 days and returned to Earth alive. Ground control mice were maintained on Earth in identical flight hardware. Within 38 (+/-4) hours of splashdown, mice were euthanized and ocular tissues were collected for analysis. Results:RNA sequencing detected 600 differentially expressed genes in spaceflight retina. This set of differentially expressed genes is enriched for genes related to visual perception, the phototransduction pathway, and numerous retina and photoreceptor phenotype categories. Eleven of the differentially expressed genes are associated with the disease retinitis pigmentosa, a retinal disease characterized by dystrophy of the rods and cones of the photoreceptor layer. Analysis of differentially expressed transcription factors indicate changes in chromatin structure, offering clues to the causes of the phenotypic changes observed. Additionally, immunofluorescence assays showed degradation of cone photoreceptors and increased oxidative stress in the retina. Retinal thickness, as well as thickness of the retinal pigment epithelium and choroid layers, were significantly reduced after spaceflight. Conclusions: These results indicate that retinal performance may decrease over extended periods of spaceflight and cause visual impairment.",Space Flight
8,GSM3832693,GSE131954,"Purpose:The purpose of this study was to determine whether the spaceflight environment induces oxidative damage on ocular structure and how gene expression profiles change during spaceflight. Methods: RNA sequencing, immunofluorescence, and microCT assays were performed on two groups of mice to assess the effects of spaceflight on the mammalian retina. Ten week old adult C57BL/6 mice was flown aboard the ISS for 35 days and returned to Earth alive. Ground control mice were maintained on Earth in identical flight hardware. Within 38 (+/-4) hours of splashdown, mice were euthanized and ocular tissues were collected for analysis. Results:RNA sequencing detected 600 differentially expressed genes in spaceflight retina. This set of differentially expressed genes is enriched for genes related to visual perception, the phototransduction pathway, and numerous retina and photoreceptor phenotype categories. Eleven of the differentially expressed genes are associated with the disease retinitis pigmentosa, a retinal disease characterized by dystrophy of the rods and cones of the photoreceptor layer. Analysis of differentially expressed transcription factors indicate changes in chromatin structure, offering clues to the causes of the phenotypic changes observed. Additionally, immunofluorescence assays showed degradation of cone photoreceptors and increased oxidative stress in the retina. Retinal thickness, as well as thickness of the retinal pigment epithelium and choroid layers, were significantly reduced after spaceflight. Conclusions: These results indicate that retinal performance may decrease over extended periods of spaceflight and cause visual impairment.",Space Flight
9,GSM1362149,GSE56473,"Retinitis pigmentosa (RP) is a photoreceptor disease that affects approximately 100,000 people in the United States. There are currently very limited treatment options and the prognosis for most patients is progressive vision loss. Unfortunately, the understanding of the molecular underpinnings of RP initiation and progression is still poorly understood. However, the development of animal models of RP, coupled with high-throughput sequencing, has provided an opportunity to study the underlying cellular and molecular changes of this disease. Using RNA-Seq, we present the first retinal transcriptome analysis of the rd10 murine model of retinal degeneration.",Space Flight
