,gsm,gse,geo_summary,spaceflight
0,GSM5979972,GSE199659,Quadricep sections of 10µm thick were placed on Visium spatial transcriptomics slide to obtain spatial datasets for these skeletal muscle sections,Ground Control
1,GSM5979973,GSE199659,Quadricep sections of 10µm thick were placed on Visium spatial transcriptomics slide to obtain spatial datasets for these skeletal muscle sections,Ground Control
2,GSM5979974,GSE199659,Quadricep sections of 10µm thick were placed on Visium spatial transcriptomics slide to obtain spatial datasets for these skeletal muscle sections,Ground Control
3,GSM2241599,GSE84534,"CRISPR-Cas9 delivery by AAV holds promise for gene therapy but faces critical barriers due to its potential immunogenicity and limited payload capacity. Here, we demonstrate genome engineering in postnatal mice using AAV-split-Cas9, a multi-functional platform customizable for genome-editing, transcriptional regulation, and other previously impracticable AAV-CRISPR-Cas9 applications. We identify crucial parameters that impact efficacy and clinical translation of our platform, including viral biodistribution, editing efficiencies in various organs, antigenicity, immunological reactions, and physiological outcomes. These results reveal that AAV-CRISPR-Cas9 evokes host responses with distinct cellular and molecular signatures, but unlike alternative delivery methods, does not induce detectable cellular damage in vivo. Our study provides a foundation for developing effective genome therapeutics",Ground Control
4,GSM4134076,GSE139214,This SuperSeries is composed of the SubSeries listed below.,Ground Control
5,GSM3512231,GSE123836,"In metazoans, skeletal muscle evolved to contract and to produce force. Recent experimental evidence suggests, however, that skeletal muscle has also acquired endocrine functions and produces a vast array of myokines, but how myokine production is regulated and how they affect the resident stem cell population of the skeletal muscle is unknown. Here, we show that in adult skeletal muscle, Myf6/MRF4 is a major regulator of myokine expression. Genetic deletion of Myf6 in skeletal muscles leads to exhaustion of the muscle stem cell (MuSCs) pool in adult mice in a myokine-dependent manner but, surprisingly, does not disrupt muscle differentiation. Using ChIP-Seq and gene expression analyses of myogenic factors, we show that Myf6/MRF4 is essential for the transcriptional activation of many myokines and muscle-secreted proteins, including ligands for canonical signaling pathways such as EGFR, VEGFR and STAT3.  Consequently, MuSCs from Myf6 knockout animals show impaired activation of those signaling pathways and exhibit impaired quiescence, defective self-renewal, but nevertheless undergo differentiation. Lastly, we show that induction of myokine expression during aerobic and anaerobic exercise closely correlates with Myf6 expression. Together, these findings indicate that control of myokine signaling by Myf6 is critical to maintain muscle stem cell pool in adult skeletal muscle.",Ground Control
6,GSM7187355,GSE230102,"Physical activity is associated with beneficial adaptations in human and rodent metabolism. We studied over 50 complex traits before and after exercise intervention in middle-aged men and a panel of 100 diverse strains of female mice. Candidate gene analyses in three brain regions, muscle, liver, heart, and adipose tissue of mice revealed genetic drivers of clinically relevant traits including volitional exercise volume, muscle metabolism, adiposity, and hepatic lipids. Although ~33% of genes differentially expressed in skeletal muscle following the exercise intervention were similar in mice and men independent of BMI, responsiveness of adipose tissue to exercise-stimulated weight loss appears impacted by species and underlying genotype. We leveraged genetic diversity to generate prediction models of metabolic trait responsiveness to volitional activity offering a framework for advancing personalized exercise prescription. Finally, we make the human and mouse data publicly available via user-friendly web-based application to enhance data mining and hypothesis development.",Ground Control
7,GSM4134063,GSE139214,This SuperSeries is composed of the SubSeries listed below.,Ground Control
8,GSM4491048,GSE149150,"Exercise is a behavior modification indispensable for long-term weight loss. Exercise activates the Creb-Regulated Transcriptional Coactivator (Crtc) family of transcriptional coregulators to drive Creb1-mediated anabolic transcriptional programs in skeletal muscle. Here, we show that induced overexpression of a skeletal muscle specific Crtc2 transgene in aged mice leads to greater weight loss during alternate day fasting, and selective loss of fat rather than lean mass. Transcriptional profiling revealed that fasting and weight loss downregulated most of the mitochondrial electron transport genes and other regulators of mitochondrial function that were substantially reversed in the Crtc2 mice, which maintained higher energy expenditure during fasting. The Crtc2 mice displayed greater mitochondrial activity, metabolic flux capacity for both carbohydrates and fats, improved glucose tolerance and insulin sensitivity, and increased oxidative capacity before the fast, suggesting muscle-intrinsic mechanisms in support of improved weight loss. This work reveals that Crtc2/Creb1-mediated signaling coordinates metabolic adaptations in skeletal muscle that explain how Crtc2/Creb contribute to the effects of exercise on metabolism and weight loss.",Ground Control
9,GSM4006938,GSE135364,"Skeletal muscle is a heterogeneous tissue. Individual myofibers that make up the contractile muscle tissue exhibit variation in their metabolic and contractile properties. Although there are biochemical and histological assays to study myofiber heterogeneity, methods to analyze the transcriptomes of individual myofibers are lacking.  We have developed single myofiber RNA-Seq (smfRNA-Seq) to analyze the whole transcriptome of an individual myofiber by combining single fiber isolation with Switching Mechanisms at 5’ end of RNA Template (SMART) technology. Our method provides high-resolution genome wide expression profiles of single myofibers. This method will be useful to study developmental and age-related dynamics in the composition of skeletal muscle.",Ground Control
