,gsm,gse,geo_summary,spaceflight
0,GSM1645658,GSE67375,This SuperSeries is composed of the SubSeries listed below.,Ground Control
1,GSM5660593,GSE186756,"The most common genetic risk factor for late onset Alzheimer Disease (AD) is the APOE4 allele, with evidence for gain- and loss-of-function as a primary mechanism. ApoE knockout in mice abrogates AD phenotypes but causes severe atherosclerosis due to the role of liver ApoE in cholesterol homeostasis. Previous attempts to therapeutically block brain-specific ApoE in adult models of AD only modestly reduced ApoE expression and no significant impact on amyloid burden. Here, we optimized a divalent siRNA (di-siRNA) to selectively silence ApoE in brain (>2 months). By measuring transcriptomic changes upon knockdown of ApoE in the CNS in multiple mouse models of AD, we find that ApoE knockdown results in an upregulation of the innate immune response, likely through activation of microglia. Additionally, we find that the changes in the transcriptome were similar, but not identical, two weeks and two months post-treatment. We find that mild reduction of ApoE in the liver does not cause widespread transcriptomic changes, but near complete knockdown of ApoE in the liver results in the dysregulation of many lipid metabolism-related pathways.",Ground Control
2,GSM3544117,GSE124726,"We elicited ASO-mediated knockdown of mRNAs in the nervous system by targeting the memory-repressor gene Histone deacetylase 2 (Hdac2) in vitro and in vivo. We observed that an Hdac2-targeted ASO not only triggered a reduction in mRNA levels, but also a direct transcriptional suppression of the Hdac2 gene in neurons in vitro. In further in vivo studies, we observed that a single dose of the Hdac2-targeted ASO delivered by intracerebroventricular injection into the central nervous system (CNS) achieved steady-state diminution of Hdac2 mRNA levels that lasted more than 6 months in vivo. Knockdown of this factor resulted in memory enhancement. ASO administration also caused a prolonged alteration of steady-state levels of a set of known memory-associated mRNAs and triggered secondary changes in the epigenome at sites outside of the primary target gene.",Ground Control
3,GSM3263307,GSE116878,"Intermittent fasting is previously reported to exhibit neuroprotection against experimental ischemic stroke. However, the detailed understanding of protection mechanisms are lacking. By observing the overall transcriptomic changes in each timepoint of ischemic stroke would benefit the understanding of underlying active pathways and mechanisms. Here, we conduct experimental MCAO ischemic stroke on mice exposed to different daily intermittent fasting method to compare not only among the ischemic stroke timepoints but also the efficacy of different intermittent fasting interventions. Our current study presented the transcriptomic changes for the first time in specific timepoints of ischemic stroke as well as under the condition of intermittent fasting. A number of neuroprotective mechanisms-related genes were significantly affected by intermittent fasting conditions in differential manners.",Ground Control
4,GSM4173766,GSE140532,"CCCTC binding-factor (CTCF) is a master regulator of gene transcription and chromatin organization with occupancy at tens of thousands of DNA target sites genome-wide. CTCF is essential for embryonic development and somatic cell viability and has been well-characterized as a haploinsufficient tumor suppressor. Increasing evidence demonstrates CTCF as a key player in several alternative splicing (AS) regulatory mechanisms, including transcription elongation, transcriptional regulation of splicing factors, DNA methylation, histone modification and chromatin architecture. However, the genome-wide impact of Ctcf haploinsufficiency on AS has not been investigated. We performed a transcriptomic analysis on multiple tissues from a Ctcf hemizygous (Ctcf+/-) mouse model to examine the effect of Ctcf haploinsufficiency on gene expression and AS. Distinct tissue-specific differences in gene expression were observed in Ctcf+/- mice compared to wildtype mice. While exon skipping was the most abundant form of AS in all tissues, we observed a surprisingly large number of increased intron retention (IR) events in Ctcf+/- liver and kidney. Increased IR in liver affected genes involved in cytoskeletal organization, splicing- and metabolic-related processes. This study provides further evidence for Ctcf dose-dependent and tissue-specific regulation of gene expression and AS. Our data provide a strong foundation for elucidating the mechanistic role of CTCF in AS regulation and its biological consequences.",Ground Control
5,GSM3263315,GSE116878,"Intermittent fasting is previously reported to exhibit neuroprotection against experimental ischemic stroke. However, the detailed understanding of protection mechanisms are lacking. By observing the overall transcriptomic changes in each timepoint of ischemic stroke would benefit the understanding of underlying active pathways and mechanisms. Here, we conduct experimental MCAO ischemic stroke on mice exposed to different daily intermittent fasting method to compare not only among the ischemic stroke timepoints but also the efficacy of different intermittent fasting interventions. Our current study presented the transcriptomic changes for the first time in specific timepoints of ischemic stroke as well as under the condition of intermittent fasting. A number of neuroprotective mechanisms-related genes were significantly affected by intermittent fasting conditions in differential manners.",Ground Control
6,GSM3187921,GSE115702,This SuperSeries is composed of the SubSeries listed below.,Ground Control
7,GSM7472997,GSE234667,"We have demonstrated that the circulating extracellular vesicles (EVs) are essential to the beneficial effect of young serum on the skeletal muscle regenerative cascade. Here, we show that infusions of young serum significantly improved age-associated memory deficits, and the effect was abolished after serum depletion of EVs. RNA-seq analysis of the choroid plexus demonstrated EV-mediated effects on genes involved in barrier function and trans-barrier transport. Comparing the differentially expressed genes to the recently published chronological aging clocks revealed a reversal of transcriptomic aging in the choroid plexus. The hippocampal transcriptome demonstrated a significant upregulation of the anti-aging gene Klotho following young serum treatment and an abrogated effect after EV depletion. Subsequent transcriptomic profiling of Klotho knockout and heterozygous mice showed downregulation of genes associated with transport, exocytosis, and lipid transport, while upregulated genes were associated with activated microglia. The results of our study indicate the significance of EVs as vehicles to deliver signals from the periphery to brain and the importance of Klotho in maintaining brain homeostasis.",Ground Control
8,GSM7595478,GSE237107,This SuperSeries is composed of the SubSeries listed below.,Ground Control
9,GSM3302026,GSE117504,"We sequenced the cerebral cortex transcriptome of both male and female mice either infected with T. gondii or age-matched uninfected controls. These transcriptomes were determined along the infection timeline with early (21 and 28 days) and late (3 and 6 months) chronic represented. We obtained 5.7 billion paired-end sequences and aligned them to the Mus musculus genome. We found that a majority of the host genes with greater abundance at day 21 post-infection are still more abundant 6 months post-infection in male and female mice, although, females have far fewer genes that are significantly less abundant. Genes that were significantly less abundant in males are involved with the immune response, and may lead to the slight increase in cyst numbers in males during chronic infection.",Ground Control
